,disasterNumber,state,declarationType,incidentType,declarationTitle,incidentBeginDate,incidentEndDate,disasterCloseoutDate,designatedArea
9707,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Austin (County)
9708,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Bastrop (County)
9709,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Brazoria (County)
9710,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Harris (County)
9711,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Walker (County)
9712,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Brazos (County)
9713,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Burleson (County)
9714,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Fayette (County)
9715,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Fort Bend (County)
9716,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Grimes (County)
9717,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Eastland (County)
9718,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Hidalgo (County)
9719,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Hood (County)
9720,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Kleberg (County)
9721,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Lee (County)
9722,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Liberty (County)
9723,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Montgomery (County)
9724,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Palo Pinto (County)
9725,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,San Jacinto (County)
9726,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Stephens (County)
9727,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Travis (County)
9728,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Tyler (County)
9729,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Waller (County)
9730,4272,TX,DR,Flood,SEVERE STORMS AND FLOODING,2016-05-22T04:00:00.000Z,2016-06-25T03:59:00.000Z,,Washington (County)
9731,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Assumption (Parish)
9732,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Cameron (Parish)
9733,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,St. Charles (Parish)
9734,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,St. John the Baptist (Parish)
9735,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Acadia (Parish)
9736,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Ascension (Parish)
9737,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Avoyelles (Parish)
9738,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,East Baton Rouge (Parish)
9739,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,East Feliciana (Parish)
9740,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Evangeline (Parish)
9741,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Iberia (Parish)
9742,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Iberville (Parish)
9743,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Jefferson Davis (Parish)
9744,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Lafayette (Parish)
9745,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Livingston (Parish)
9746,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Pointe Coupee (Parish)
9747,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,St. Helena (Parish)
9748,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,St. James (Parish)
9749,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,St. Landry (Parish)
9750,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,St. Martin (Parish)
9751,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,St. Tammany (Parish)
9752,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Tangipahoa (Parish)
9753,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Vermilion (Parish)
9754,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,Washington (Parish)
9755,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,West Baton Rouge (Parish)
9756,4277,LA,DR,Flood,SEVERE STORMS AND FLOODING,2016-08-11T04:00:00.000Z,2016-09-01T03:59:00.000Z,,West Feliciana (Parish)
9757,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Cheyenne (County)
9758,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Greenwood (County)
9759,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Kingman (County)
9760,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Norton (County)
9761,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Graham (County)
9762,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Russell (County)
9763,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Cowley (County)
9764,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Ellis (County)
9765,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Rooks (County)
9766,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Phillips (County)
9767,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Woodson (County)
9768,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Sedgwick (County)
9769,4287,KS,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2016-09-02T04:00:00.000Z,2016-09-12T04:00:00.000Z,,Sumner (County)
9770,4300,LA,DR,Tornado,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-02-07T05:01:00.000Z,2017-02-08T04:59:00.000Z,,Livingston (Parish)
9771,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Amador (County)
9772,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Butte (County)
9773,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Calaveras (County)
9774,4300,LA,DR,Tornado,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-02-07T05:01:00.000Z,2017-02-08T04:59:00.000Z,,Orleans (Parish)
9775,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Alameda (County)
9776,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Contra Costa (County)
9777,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,El Dorado (County)
9778,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Humboldt (County)
9779,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Inyo (County)
9780,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Lake (County)
9781,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Lassen (County)
9782,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Merced (County)
9783,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Mono (County)
9784,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Marin (County)
9785,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Monterey (County)
9786,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Mendocino (County)
9787,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Napa (County)
9788,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Nevada (County)
9789,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Placer (County)
9790,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Plumas (County)
9791,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,San Benito (County)
9792,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,San Luis Obispo (County)
9793,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Santa Clara (County)
9794,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Santa Cruz (County)
9795,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Shasta (County)
9796,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Sacramento (County)
9797,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Sierra (County)
9798,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Solano (County)
9799,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Siskiyou (County)
9800,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Sonoma (County)
9801,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Sutter (County)
9802,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Trinity (County)
9803,4302,CA,DR,Severe Storm(s),SEVERE WINTER STORM,2017-01-03T05:00:00.000Z,2017-01-06T04:00:00.000Z,,Hoopa Valley Indian Reservation
9804,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Tuolumne (County)
9805,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Clark (County)
9806,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Yuba (County)
9807,4301,CA,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T05:00:00.000Z,2017-01-13T04:59:00.000Z,,Yolo (County)
9808,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Barton (County)
9809,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Comanche (County)
9810,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Ellsworth (County)
9811,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Kiowa (County)
9812,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Hodgeman (County)
9813,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Pawnee (County)
9814,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Edwards (County)
9815,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Ford (County)
9816,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Ness (County)
9817,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Rice (County)
9818,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Jewell (County)
9819,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Rush (County)
9820,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Meade (County)
9821,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Sheridan (County)
9822,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Trego (County)
9823,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Alameda (County)
9824,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Stafford (County)
9825,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Contra Costa (County)
9826,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,El Dorado (County)
9827,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Inyo (County)
9828,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Seward (County)
9829,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Calaveras (County)
9830,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Mendocino (County)
9831,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Pratt (County)
9832,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Los Angeles (County)
9833,4304,KS,DR,Severe Ice Storm,SEVERE WINTER STORM,2017-01-13T11:00:00.000Z,2017-01-16T11:00:00.000Z,,Russell (County)
9834,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Kern (County)
9835,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Modoc (County)
9836,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,San Mateo (County)
9837,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,San Luis Obispo (County)
9838,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Mono (County)
9839,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,San Diego (County)
9840,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Sacramento (County)
9841,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Napa (County)
9842,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Orange (County)
9843,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Santa Barbara (County)
9844,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Yolo (County)
9845,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Santa Cruz (County)
9846,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Trinity (County)
9847,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Riverside (County)
9848,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Tule River Indian Reservation
9849,4305,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T05:01:00.000Z,2017-01-24T04:59:00.000Z,,Tuolumne (County)
9850,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Alameda (County)
9851,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Amador (County)
9852,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Alpine (County)
9853,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Butte (County)
9854,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Del Norte (County)
9855,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Calaveras (County)
9856,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Lassen (County)
9857,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Colusa (County)
9858,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Contra Costa (County)
9859,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,El Dorado (County)
9860,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Marin (County)
9861,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Glenn (County)
9862,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Merced (County)
9863,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Lake (County)
9864,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Modoc (County)
9865,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Mono (County)
9866,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Mariposa (County)
9867,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Humboldt (County)
9868,4308,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T11:55:25.000Z,2017-02-24T04:59:00.000Z,,Napa (County)
